source_object_id,permit_number,date_of_permit_issuance,estimated_project_value,work_type,primary_work_scope,permit_status,community,district,net_new_units,number_of_storeys,type_of_structure,latitude,longitude
7024,BPRES-2024-16046,2024-12-16,85000,New Building,New Building,Completed,WILLIAMSWOOD,District 11,1,1,Dwelling - Backyard Suite,44.529631274298126,-63.64147276906075
7025,BPRES-2024-16062,,200000,Addition,Addition,Applicant Revisions,MUSQUODOBOIT HARBOUR,District 02,1,2,Dwelling - Single Detached,44.79035425328045,-63.12087063164818
7026,BPRES-2024-16087,2024-10-31,350000,New Building,New Building,Cancelled,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.758509826536795,-63.28580883901957
7027,BPRES-2024-16113,2024-10-30,30000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.806132535322305,-63.76506826024744
7028,BPRES-2024-16146,2024-10-31,600000,New Building,New Building,Completed,ENFIELD,District 01,1,3,Dwelling - Single Detached,44.926748765132196,-63.52799222891441
7029,BPRES-2024-16194,,,Renovation,Renovation,Applicant Revisions,DARTMOUTH,District 05,2,3,Dwelling - Multiple Units,44.67024221625254,-63.56392865304287
7030,BPRES-2024-16214,2024-11-01,15000,New Building,New Building,Issued,HUBBARDS,District 13,0,1,Accessory Structure,44.636329526426664,-64.04169879083324
7031,BPRES-2024-16249,2024-11-26,30000,New Building,New Building,Cancelled,HATCHET LAKE,District 13,1,1,Dwelling - Single Detached,44.56531171745192,-63.71448457585403
7032,BPRES-2024-16271,2025-10-17,330000,New Building,New Building,Completed,BEAVER BANK,District 15,1,2,Dwelling - Single Detached,44.828416994586064,-63.67554787477822
7033,BPRES-2024-16286,,50000,Renovation,Renovation,Withdrawn,LOWER SACKVILLE,District 15,1,2,Dwelling - Backyard Suite,44.77740407122331,-63.690685462505286
7034,BPRES-2024-16307,2025-02-10,10000,Renovation,Renovation,Completed,WAVERLEY,District 01,1,2,Dwelling - Backyard Suite,44.783452016991134,-63.59382749020966
7035,BPRES-2024-16349,2024-11-04,200000,New Building,New Building,Issued,TIMBERLEA,District 12,1,2,Dwelling - Single Detached,44.64496342406885,-63.7251748823092
7036,BPRES-2024-16379,2025-01-24,150000,New Building,New Building,Completed,LOWER SACKVILLE,District 15,1,1,Dwelling - Backyard Suite,44.78083211143263,-63.68744619583556
7037,BPRES-2024-16391,2025-05-22,200000,Addition,Addition,Completed,QUEENSLAND,District 13,1,1,Dwelling - Multiple Units,44.637522716816456,-64.0199628242358
7038,BPRES-2024-16508,2024-11-25,3588.5,Renovation,Renovation,Issued,HALIFAX,District 09,0,2,Dwelling - Multiple Units,44.64832426361662,-63.60045650460599
7039,BPRES-2024-16531,2024-11-18,100000,New Building,New Building,Completed,PROSPECT BAY,District 13,1,1,Dwelling - Single Detached,44.50484453867292,-63.791231069846056
7040,BPRES-2024-16568,2024-12-30,80000,Addition,Addition,Issued,HALIFAX,District 09,3,2,Dwelling - Multiple Units,44.64581444977264,-63.610826364808766
7041,BPRES-2024-16623,2024-11-15,350000,Renovation,Renovation,Issued,HALIFAX,District 09,0,1,Dwelling - Single Detached,44.64219236694341,-63.62793487168228
7042,BPRES-2024-16667,2024-11-18,150000,Renovation,Renovation,Issued,LAWRENCETOWN,District 02,0,1,Accessory Structure,44.69178344087159,-63.43102300967767
7043,BPRES-2024-16680,2024-11-15,584000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.602559058297146,-63.60403435007527
7044,BPRES-2024-16685,,292000,New Building,New Building,Withdrawn,HALIFAX,District 11,4,2,Dwelling - Semi-Detached,44.60279724849875,-63.60398037766145
7045,BPRES-2024-16708,2024-11-18,26700,Renovation,Renovation,Issued,DARTMOUTH,District 06,0,1,Dwelling - Single Detached,44.68861065706889,-63.53555900842875
7046,BPRES-2024-16719,2024-11-18,292000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.602912152526486,-63.60400084444554
7047,BPRES-2024-16723,,292000,New Building,New Building,Withdrawn,HALIFAX,District 11,4,2,Dwelling - Semi-Detached,44.6029647440814,-63.60401726041232
7048,BPRES-2024-16741,2024-11-22,351000,New Building,New Building,Completed,BEAVER BANK,District 15,2,3,Dwelling - Multiple Units,44.827346425720194,-63.67273928900335
7049,BPRES-2024-16746,2024-11-22,351000,New Building,New Building,Issued,BEAVER BANK,District 15,2,2,Dwelling - Multiple Units,44.827250769820054,-63.6728126757471
7050,BPRES-2024-16760,2024-12-02,250000,Renovation,Renovation,Issued,BEDFORD,District 16,0,1,Dwelling - Multiple Units,44.705401121992935,-63.71208143653312
7051,BPRES-2024-16790,2024-12-02,270000,New Building,New Building,Issued,HALIFAX,District 11,1,3,Dwelling - Single Detached,44.61031042605813,-63.60452132603751
7052,BPRES-2024-16817,2024-11-21,16000,Renovation,Renovation,Completed,HAMMONDS PLAINS,District 14,1,1,Dwelling - Backyard Suite,44.7275538258887,-63.74751770551086
7053,BPRES-2024-16864,2025-01-15,435000,New Building,New Building,Completed,WEST PETPESWICK,District 02,1,1,Dwelling - Single Detached,44.73754809187991,-63.182370903600095
7054,BPRES-2024-16877,,20000,New Building,New Building,Withdrawn,ELMSVALE,District 01,0,1,Accessory Structure,45.06691506914399,-63.105022665162174
7055,BPRES-2024-16891,2024-12-12,600000,New Building,New Building,Issued,HAMMONDS PLAINS,District 14,4,1,Dwelling - Townhouse,44.72220547076547,-63.73893743545443
7056,BPRES-2024-16952,2025-01-10,20000,Renovation,Renovation,Completed,WESTPHAL,District 04,0,1,Dwelling - Single Detached,44.691922326847056,-63.456427831668435
7057,BPRES-2024-16976,2024-12-03,36000,Renovation,Renovation,Completed,DARTMOUTH,District 03,1,2,Dwelling - Multiple Units,44.66397226538814,-63.54901919708412
7058,BPRES-2024-16985,2024-12-06,65000,Renovation,Renovation,Completed,LOWER SACKVILLE,District 15,1,1,Dwelling - Multiple Units,44.76338915792367,-63.668544703018625
7059,BPRES-2024-17011,2024-11-21,775000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70762526892583,-63.726548442161814
7060,BPRES-2024-17038,2024-11-21,725000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70756123650479,-63.726425049330345
7061,BPRES-2024-17068,2024-11-18,30000,New Building,New Building,Completed,FLETCHERS LAKE,District 01,0,1,Accessory Structure,44.85048210547468,-63.59876765667088
7062,BPRES-2024-17156,2024-12-11,650000,New Building,New Building,Completed,BOUTILIERS POINT,District 13,1,2,Dwelling - Single Detached,44.66061103233603,-63.95742112402018
7063,BPRES-2024-17194,2024-11-22,500000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Semi-Detached,44.601612224842455,-63.602813937647525
7064,BPRES-2024-17232,2024-11-26,217684.54,Renovation,Renovation,Completed,DARTMOUTH,District 06,0,2,Dwelling - Single Detached,44.7095199549176,-63.54287230906232
7065,BPRES-2024-17270,,13101,Addition,Addition,Withdrawn,TIMBERLEA,District 12,0,1,Dwelling - Single Detached,44.68056592346196,-63.7813587615232
7066,BPRES-2024-17319,2025-02-25,800,Renovation,Renovation,Issued,DARTMOUTH,District 05,1,1,Dwelling - Multiple Units,44.68674801804574,-63.57980589302854
7067,BPRES-2024-09532,2024-08-28,570000,New Building,New Building,Issued,HUBBARDS,District 13,1,1,Dwelling - Single Detached,44.63536828735761,-64.05749499820212
7068,BPRES-2024-09606,2024-07-22,65000,New Building,New Building,Issued,LAWRENCETOWN,District 02,0,1,Accessory Structure,44.68749924056724,-63.42832180973416
7069,BPRES-2024-09654,2024-07-23,26000,Renovation,Renovation,Issued,HALIFAX,District 12,0,2,Dwelling - Single Detached,44.6689545757714,-63.670709959644974
7070,BPRES-2024-09694,2024-08-07,79995,New Building,New Building,Issued,WEST CHEZZETCOOK,District 02,0,2,Accessory Structure,44.707335263250805,-63.267902287105954
7071,BPRES-2024-09744,,,New Building,New Building,Application Incomplete,,Unidentified,1,1,Dwelling - Backyard Suite,,
7072,BPRES-2024-09778,2024-09-10,100000,New Building,New Building,Issued,FALL RIVER,District 01,0,1,Accessory Structure,44.82964644860274,-63.595934393705946
7073,BPRES-2024-09805,2024-07-26,44000,Renovation,Renovation,Completed,DARTMOUTH,District 06,0,1,Dwelling - Single Detached,44.72280674229832,-63.54466425788306
7074,BPRES-2024-09833,,100000,New Building,New Building,Applicant Revisions,HAMMONDS PLAINS,District 14,0,2,Accessory Structure,44.730734170083274,-63.80868960659995
7075,BPRES-2024-09873,2024-07-30,1600000,New Building,New Building,Issued,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.700956076243955,-63.71388292209402
7076,BPRES-2024-09924,2024-08-01,59995,New Building,New Building,Issued,FALL RIVER,District 01,0,2,Accessory Structure,44.803519280196376,-63.61968769232218
7077,BPRES-2024-09967,2024-10-17,450000,New Building,New Building,Issued,HALIFAX,District 07,6,3,Dwelling - Multiple Units,44.6318875967729,-63.59041456053803
7078,BPRES-2024-09975,2024-09-18,500000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.62100408081362,-63.61967489440684
7079,BPRES-2024-10004,2024-11-22,248040,Renovation,Renovation,Issued,HALIFAX,District 10,2,1,Dwelling - Multiple Units,44.682086139636795,-63.66787885196815
7080,BPRES-2024-10042,2024-07-30,400000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Semi-Detached,44.60136218540756,-63.6033443352272
7081,BPRES-2024-10044,2024-08-07,400000,New Building,New Building,Completed,HALIFAX,District 11,2,3,Dwelling - Semi-Detached,44.60119397950372,-63.60342025212347
7082,BPRES-2024-10080,2024-09-26,400000,New Building,New Building,Amendment Requested,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.71974667163083,-63.654264142103344
7083,BPRES-2024-10100,2024-08-14,330000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.707877711039956,-63.720056217397236
7084,BPRES-2024-10122,,120000,Addition,Addition,Applicant Revisions,HALIFAX,District 08,1,2,Dwelling - Multiple Units,44.67158462918583,-63.60303295963429
7085,BPRES-2024-10155,2024-11-04,209000,New Building,New Building,Issued,TIMBERLEA,District 12,1,1,Dwelling - Single Detached,44.64572800037707,-63.725713397412676
7086,BPRES-2024-10202,2024-11-12,350000,New Building,New Building,Issued,LUCASVILLE,District 14,1,2,Dwelling - Single Detached,44.75894897422328,-63.72552065584154
7087,BPRES-2024-10241,2024-08-07,60000,New Building,New Building,Issued,TIMBERLEA,District 12,0,1,Accessory Structure,44.6594489535955,-63.74092233394605
7088,BPRES-2024-10277,2024-08-02,22000,New Building,New Building,Completed,FALL RIVER,District 01,0,1,Accessory Structure,44.83025164110126,-63.64076129243156
7089,BPRES-2024-10333,2024-08-08,30000,New Building,New Building,Issued,EAST PRESTON,District 04,0,1,Accessory Structure,44.70954437359925,-63.439706405883705
7090,BPRES-2024-10361,2024-08-14,171000,New Building,New Building,Amendment Applicant Revisions,FALL RIVER,District 01,1,2,Dwelling - Backyard Suite,44.83253478598727,-63.582641039499514
7091,BPRES-2024-10372,2024-09-11,150000,New Building,New Building,Issued,LOWER SACKVILLE,District 15,1,1,Dwelling - Backyard Suite,44.782623977654005,-63.68451890422275
7092,BPRES-2024-10415,2024-08-28,200000,New Building,New Building,Completed,COW BAY,District 03,1,2,Dwelling - Backyard Suite,44.62425434668643,-63.436535328489235
7093,BPRES-2024-10421,,100000,New Building,New Building,Applicant Revisions,EAST PETPESWICK,District 02,1,2,Dwelling - Backyard Suite,44.74580216841149,-63.148383399436455
7094,BPRES-2024-10488,,100000,Renovation,Renovation,Applicant Revisions,HERRING COVE,District 11,1,2,Dwelling - Backyard Suite,44.578544514106134,-63.5759719282618
7095,BPRES-2024-10534,2024-09-03,360000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70689594522182,-63.723101650379405
7096,BPRES-2024-10578,2024-08-14,22000,New Building,New Building,Completed,WHITES LAKE,District 13,0,1,Accessory Structure,44.51567278553851,-63.747390002179415
7097,BPRES-2024-10594,2024-09-17,25000,Renovation,Renovation,Issued,HALIFAX,District 11,0,2,Dwelling - Semi-Detached,44.61100911888747,-63.60667407397409
7098,BPRES-2024-10643,2024-08-29,320000,New Building,New Building,Issued,UPPER TANTALLON,District 13,1,2,Dwelling - Single Detached,44.70061270106557,-63.88552922629929
7099,BPRES-2024-10663,2024-09-04,45000,Renovation,Renovation,Completed,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.65488723511514,-63.61746987696085
7100,BPRES-2024-10709,2024-08-23,201000,New Building,New Building,Completed,BEAVER BANK,District 15,1,2,Dwelling - Single Detached,44.846216534736165,-63.674727153397434
7101,BPRES-2024-10748,2024-10-08,260000,New Building,New Building,Issued,,District 02,1,1,Dwelling - Single Detached,44.70604460271437,-63.28104767289816
7102,BPRES-2024-10764,2024-08-22,331000,New Building,New Building,Completed,LAWRENCETOWN,District 02,1,1,Dwelling - Single Detached,44.66958541775659,-63.383240276652074
7103,BPRES-2024-10841,2024-08-15,15000,New Building,New Building,Completed,DARTMOUTH,District 06,0,1,Accessory Structure,44.68131904789751,-63.531618096355885
7104,BPRES-2024-10901,2024-08-22,20000,New Building,New Building,Issued,LOWER SACKVILLE,District 15,0,1,Accessory Structure,44.767874060402015,-63.677539709116175
7105,BPRES-2024-10948,2024-11-05,119500,New Building,New Building,Completed,PORTERS LAKE,District 02,1,1,Dwelling - Backyard Suite,44.749247762840746,-63.285601750093775
7106,BPRES-2024-10970,2024-08-28,20000,New Building,New Building,Completed,CLAM HARBOUR,District 02,0,1,Accessory Structure,44.73135846853477,-62.86371505556471
7107,BPRES-2024-10984,,5000,Renovation,Renovation,Application Incomplete,BOUTILIERS POINT,District 13,1,2,Dwelling - Multiple Units,44.66565093363086,-63.934295767604304
7108,BPRES-2024-11015,2024-09-18,98000,Renovation,Renovation,Completed,INGRAMPORT,District 13,0,1,Dwelling - Single Detached,44.672444774327566,-63.96331810623713
7109,BPRES-2024-11095,2024-10-28,27000,Addition,Addition,Issued,DARTMOUTH,District 06,0,2,Dwelling - Single Detached,44.67507807726579,-63.5134734583144
7110,BPRES-2024-11129,2024-09-04,56000,Renovation,Renovation,Completed,TANTALLON,District 13,0,1,Dwelling - Single Detached,44.64916203086173,-63.89917310829619
7111,BPRES-2024-11151,2024-09-20,175000,Renovation,Renovation,Completed,DUTCH SETTLEMENT,District 01,0,1,Dwelling - Single Detached,44.98999337611243,-63.44297930148737
7112,BPRES-2024-11197,2024-10-04,100000,Addition,Addition,Issued,LOWER SACKVILLE,District 15,0,3,Dwelling - Single Detached,44.77234216982183,-63.680144791856726
7113,BPRES-2024-11287,2024-09-18,169500,Addition,Addition,Issued,HALIFAX,District 12,0,2,Dwelling - Single Detached,44.67796855789771,-63.66698544634719
7114,BPRES-2024-11315,2024-09-09,450000,New Building,New Building,Completed,GOFFS,District 01,1,1,Dwelling - Single Detached,44.885847200968094,-63.48012283152639
7115,BPRES-2024-11358,2024-08-29,575000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70852831869642,-63.72154805325637
7116,BPRES-2024-11440,2024-09-23,250000,Renovation,Renovation,Issued,DARTMOUTH,District 05,1,2,Dwelling - Multiple Units,44.67893383826041,-63.5862277406373
7117,BPRES-2024-11466,2024-09-06,450000,New Building,New Building,Completed,BEAVER BANK,District 15,1,1,Dwelling - Single Detached,44.826746151695446,-63.67453310066348
7118,BPRES-2024-11527,2024-08-29,60000,New Building,New Building,Completed,MUSQUODOBOIT HARBOUR,District 02,0,1,Accessory Structure,44.784896267429296,-63.18574486206721
7119,BPRES-2024-11598,2024-09-12,815000,New Building,New Building,Issued,FALL RIVER,District 01,3,1,Dwelling - Multiple Units,44.80883089746863,-63.618544792275614
7120,BPRES-2024-11603,2025-01-17,700000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.61855138387148,-63.61810814939227
7121,BPRES-2024-11626,2024-10-15,160000,Addition,Addition,Issued,HALIFAX,District 08,0,2,Dwelling - Single Detached,44.654408166230795,-63.612320282039576
7122,BPRES-2024-11663,2025-10-24,25000,Renovation,Renovation,Completed,DARTMOUTH,District 06,1,2,Dwelling - Multiple Units,44.68170484283067,-63.50996004310441
7123,BPRES-2024-11681,2024-09-03,1100,Renovation,Renovation,Completed,MIDDLE SACKVILLE,District 14,0,1,Dwelling - Single Detached,44.77817791161481,-63.70760224809151
7124,BPRES-2024-11710,2024-10-17,125000,Renovation,Renovation,Completed,EASTERN PASSAGE,District 03,1,1,Dwelling - Backyard Suite,44.60271370447285,-63.47039751053416
7125,BPRES-2024-11732,2024-09-17,50000,New Building,New Building,Issued,FALL RIVER,District 01,0,2,Accessory Structure,44.8324210604296,-63.631238567225815
7126,BPRES-2024-11808,2024-10-16,140000,Renovation,Renovation,Completed,LAWRENCETOWN,District 02,1,1,Dwelling - Single Detached,44.675347277349026,-63.40067593782947
7127,BPRES-2024-11841,2024-09-11,1400000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70615592947446,-63.7251920883093
7128,BPRES-2024-11871,2024-10-28,1200000,New Building,New Building,Completed,PORTERS LAKE,District 02,4,1,Dwelling - Townhouse,44.75093996773893,-63.29602467304273
7129,BPRES-2024-11930,2024-09-05,125000,Addition,Addition,Completed,FLETCHERS LAKE,District 01,0,1,Dwelling - Single Detached,44.854853785700854,-63.59735160295829
7130,BPRES-2024-11957,2024-09-03,650000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,1,2,Dwelling - Single Detached,44.79457870565164,-63.768363478163515
7131,BPRES-2024-12033,2024-09-17,150000,New Building,New Building,Issued,HEAD OF ST MARGARETS BAY,District 13,1,2,Dwelling - Single Detached,44.67081125174058,-63.91502571141659
