objectid,area_name,designation,authority,owner,status,hectares,designation_year,record_rank
1100,Tobacco Island Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,9.29,,787
399,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,9.05,,788
360,Hemlock Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.98,,789
331,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,8.84,,790
897,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,8.81,,791
382,Purcells Cove Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.72,,792
710,Hectanooga Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.68,,793
746,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,8.67,,794
1158,Acaciaville Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.65,,795
296,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,8.63,,796
265,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.62,,797
599,Long Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.60,,798
891,Hectanooga Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.59,,799
250,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,8.57,,800
1083,Stanley Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,8.54,,801
920,Zinck's Point Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,8.21,,802
533,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,8.09,,803
677,Brier Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,8.09,,804
756,Mabou Highlands Conservation Lands (4),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,8.03,,805
409,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.97,,806
330,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.96,,807
845,Tuff Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,7.96,,808
917,Brothers Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,7.96,,809
779,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,7.95,,810
671,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,7.91,,811
1028,Stillwater Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,7.90,,812
478,Gillfillan Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,7.71,,813
689,Gaspereau Mountain Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,7.56,,814
565,Oxbow Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,7.53,,815
500,Toby Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.46,,816
941,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,7.42,,817
218,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.31,,818
626,Lobster Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.26,,819
251,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.19,,820
636,Pleasant River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,7.18,,821
153,Shut-in Island Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,7.14,,822
410,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.14,,823
413,Minas Basin Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,7.13,,824
491,McLures Brook Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,6.94,,825
602,Outer Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,6.88,,826
501,Pleasant River Woodlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,6.83,,827
911,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,6.76,,828
1025,Melbourne Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,6.76,,829
859,Ship Rock Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,6.73,,830
197,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,6.69,,831
1017,Cheverie Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,6.53,,832
346,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,6.52,,833
704,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,6.35,,834
833,Meander River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,6.27,,835
294,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,6.23,,836
1039,North Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,6.18,,837
359,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,6.09,,838
556,West River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,6.09,,839
718,Skudiak Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,6.08,,840
880,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,6.07,,841
597,Basque Islands Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,6.05,,842
1132,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.98,,843
377,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.97,,844
861,Ship Rock Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,5.93,,845
316,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.90,,846
1045,Sheep Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.89,,847
969,Archibald Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.88,,848
1133,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.88,,849
709,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,5.80,,850
792,MacFarlane Woods Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,5.78,,851
327,Monks Head Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.70,,852
1076,Beinn Scalpie Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.66,,853
202,Mabou Highlands Conservation Lands (3),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.52,,854
996,Wallace Bay Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,5.48,,855
228,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.40,,856
411,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.40,,857
261,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.35,,858
312,Bowers Meadows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.28,,859
1122,Trout Brook Wilderness Area Addition,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,5.24,,860
783,Gerard Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Nova Scotia Nature Trust and private owner(s),Considered protected,5.23,,861
975,A.M. Sandy Cameron Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.18,,862
1075,Beinn Scalpie Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.18,,863
811,Yellow Head Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.14,,864
797,Ponhook Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.10,,865
468,Hopewell Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,5.04,,866
203,Mabou Highlands Conservation Lands (3),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,5.01,,867
425,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.95,,868
840,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.93,,869
34,Cape Breton Highlands National Park Of Canada,National Park,Parks Canada Agency. Environment and Climate Change Canada,Parks Canada Agency. Environment and Climate Change Canada,Designated,4.92,,870
568,Zinck's Point Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,4.89,,871
