"objectid","pro_name","protect1","protect2","owner","authority","status","stat_date","lgl_effect","ha_gis","shape_leng","shape_area"
"1004","West Petpeswick Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"1.07732144","476.8406173634307","10773.214365603257"
"1005","Melbourne Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"27.34651195","2633.2100778725016","273465.1195251222"
"1006","Upper Port LaTour Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"9.37610283","2061.1815213318637","93761.02831482948"
"1007","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"13.77543251","1936.6752195426393","137754.32506210587"
"1008","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"100.79684673","5686.302872804388","1007968.4673014162"
"1009","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"13.34869169","1795.316829882667","133486.9168973789"
"1010","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"1.56989631","1427.122596339455","15698.963122795572"
"1011","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"20.17583629","2796.855510775412","201758.3628913591"
"1012","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"13.34881657","2040.7700469864926","133488.16568740152"
"1013","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"4.72510847","1065.7464902551756","47251.0846897846"
"1014","Argyle Head Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"13.11482694","1977.6643811779813","131148.2693975086"
"1015","Argyle Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"30.0093944","2663.114800605889","300093.9440402127"
"1016","Centreville Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"18.51006662","4991.995114990166","185100.6662408543"
"1017","Cheverie Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"6.52913347","1379.687302929536","65291.334699627754"
"1018","Fort Lawrence Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"2.14145123","625.4182130507087","21414.512298119687"
"1019","Fort Lawrence Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"3.47100775","830.4420196701109","34710.0775116254"
"1020","Fort Lawrence Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"13.46847696","2667.3463431842306","134684.76956530477"
"1021","Fort Lawrence Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"3.16051672","829.911927166552","31605.16724535853"
"1022","Fort Lawrence Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"9.98356447","1403.0100280053703","99835.64471638358"
"1023","Fort Lawrence Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"61.99470023","6414.67336560109","619947.002293007"
"1024","Lower Burlington Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"3.44246208","867.7502706293519","34424.620763578154"
"1025","Melbourne Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"6.75761513","2225.0548389930273","67576.15134458877"
"1026","Otter Brook Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"82.19349812","6646.286232147054","821934.9811810558"
"1027","Stillwater Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"16.50483471","1806.3449786712836","165048.3471277915"
"1028","Stillwater Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"7.89725165","1179.155632180389","78972.51652608256"
"1029","Summerville Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"14.42535958","1894.8048651143163","144253.59580635937"
"1030","St. Margarets Bay Islands Nature Reserve","Nature Reserve, Conservation Easement",,"NS Environment and Climate Change","Nova Scotia Environment and Climate Change, Nova Scotia Nature Trust","Designated",,,"2.42449203","781.3979912262848","24244.920256082154"
"1031","St. Margarets Bay Islands Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","Nova Scotia Environment and Climate Change","Designated",,,"55.40447686","8083.0557666589275","554044.7685939113"
"1032","Little Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"50.98970219","6024.7815681655675","509897.02189992537"
"1033","Little Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"117.92321115","5191.684809565259","1179232.1114505127"
"1034","Acaciaville Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"41.40588721","5330.825371045954","414058.8721499494"
"1035","Acaciaville Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.54652079","304.9018832376259","5465.207949956175"
"1036","Prices Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"20.82759038","2114.4236118060144","208275.903750073"
"1037","Prices Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"55.36166106","8087.6430144820715","553616.6105998008"
"1038","Harbour Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"79.01010486","6486.63583876875","790101.0485500308"
"1039","North Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"6.18218279","1331.359317791616","61821.827900098535"
"1040","North Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"56.39497033","3612.7230129035984","563949.7032998418"
"1041","North Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"28.44391058","2164.730964866234","284439.105799974"
"1042","North Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"12.14708814","1485.2494134804515","121470.88139989533"
"1043","North Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"27.62298153","2267.915893546515","276229.8153496326"
"1044","Green Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.40663918","264.7141796856385","4066.3917500022453"
"1045","Sheep Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"5.88586507","1120.8769483264693","58858.650749998225"
"1046","Sheep Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"1.10297506","417.0355154316658","11029.750599979554"
"1047","Sheep Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"1.90802975","569.1182269319875","19080.297549980358"
"1048","Spectacle Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"9.95395986","2084.6816615147964","99539.59855011497"
"1049","Peases Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"10.90087822","3066.0317281836556","109008.7821999459"
"1050","Spectacle Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"14.67752759","1666.14025302497","146775.2759000075"
"1051","Cape Negro Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"316.67613912","13084.624642565144","3166761.3911506734"
"1052","Acaciaville Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"16.65566418","1804.68589250294","166556.64179991776"
"1053","Purcells Cove Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"2.39142912","2193.393811250042","23914.29119946626"
"1054","Deep Brook Bog Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.02354734","77.61403648291468","235.47344998135904"
"1055","Maskells Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"2.05487449","635.4280362652177","20548.744899930545"
"1056","Deep Brook Bog Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"16.23770874","2240.80128183361","162377.08735012554"
"1057","Knob and Round Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"1.31745728","472.41022405146816","13174.572750036017"
"1058","Knob and Round Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"2.43833613","584.8190496520167","24383.36130002567"
"1059","Haley Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"115.5489494","5928.892201549606","1155489.4939509253"
"1060","Haley Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"176.70354358","6873.2389042195055","1767035.4358002048"
"1061","Haley Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"117.42834887","6931.989677588583","1174283.4886976727"
"1062","Haley Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"141.96664668","7326.716273028096","1419666.4668030404"
"1063","Haley Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"22.12514147","3407.0188476466205","221251.41465120303"
"1064","Haley Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"0.84019006","516.6512188852654","8401.900599990926"
