"period","specialty","procedure","provider","zone","facility","year","quarter","consult_median","consult_90th","surgery_median","surgery_90th"
"2023_q3",,"Kidney Removal",,"Total","Provincial","2023","3","18","57","64","117"
"2023_q3",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 1","South Shore Regional","2023","3",,,"58","164"
"12month_rolling",,"Male Incontinence Surgery",,"Total","Provincial","2025","2","86","97","94","184"
"2023_q2",,"Shoulder Arthroplasty",,"Total","Provincial","2023","2","129","511","315","596"
"2024_q3",,"Tendon / Ligament Repair",,"IWK","IWK","2024","3",,,"162","520"
"2023_q3",,"Endometrial Ablation",,"Total","Provincial","2023","3","79","373","75","253"
"2024_q1",,"Hysteroscopy",,"Zone 3","St. Martha's Regional","2024","1","56","1003","64","175"
"2024_q2",,"Gallbladder Surgery",,"Zone 4","QE2","2024","2","31","156","61","219"
"2025_q1",,"Brain Surgery  (Adult)",,"Total","Provincial","2025","1","44","224","34","133"
"2025_q2",,"Hip Arthroscopy",,"Total","Provincial","2025","2","82","101","146","384"
"2023_q4",,"Cataract Surgery",,"Zone 1","Yarmouth Regional","2023","4","234","298","54","147"
"2024_q2",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 3","Glace Bay","2024","2",,,"239","323"
"3month_rolling",,"Ear Tubes  (Pediatric)",,"IWK","IWK","2025","2","79","226","84","138"
"2024_q4",,"Hernia Repair  (Adult)",,"Zone 1","Valley Regional","2024","4","80","495","97","136"
"2023_q3",,"Cystoscopy",,"Zone 1","Valley Regional","2023","3","28","42","41","324"
"2025_q1",,"Prostate Cancer Surgery",,"Total","Provincial","2025","1","23","55","91","155"
"2023_q4",,"Gallbladder Surgery",,"Zone 4","QE2","2023","4","28","129","38","227"
"2024_q1",,"Gallbladder Surgery",,"Zone 3","St. Martha's Regional","2024","1","35","99","90","236"
"2023_q2",,"Aneurysm Repair",,"Total","Provincial","2023","2","27","86","51","123"
"2025_q2",,"Bladder Cancer Surgery",,"Zone 1","Valley Regional","2025","2","48","140","30","122"
"12month_rolling","Thoracic Surgery","Thymectomy","Plourde, Madelaine M",,,,,"13","42","116","925"
"2024_q2",,"Knee Scope",,"Zone 2","Aberdeen Hospital","2024","2","38","109","95","189"
"12month_rolling",,"Bariatric Surgery (for Weight Loss)",,"Zone 2","Colchester East Hants Health Centre","2025","2","123","254","120","234"
"2023_q4",,"Cystoscopy",,"IWK","IWK","2023","4",,,"56","168"
"2023_q2",,"Lacrimal Duct Probing",,"Total","Provincial","2023","2","62","299","133","263"
"2025_q2",,"Endarterectomy",,"Zone 4","QE2","2025","2",,,"36","65"
"12month_rolling","Obstetrics/Gynaecology","All","Zee, Rebekah",,,,,"116","1023","88","231"
"12month_rolling","Otolaryngology (ENT)","Septoplasty","Scott, John",,,,,"124","224","90","157"
"2023_q2",,"Dental Extractions and Restorations  (Pediatric)",,"Total","Provincial","2023","2","61","302","147","623"
"3month_rolling",,"Knee Replacement",,"Zone 4","QE2","2025","2","104","364","300","1061"
"2025_q2",,"Liver Surgery",,"Zone 4","QE2","2025","2","12","23","44","57"
"12month_rolling","General Surgery","Hernia Repair - Umbilical","Hiebert, Stephanie",,,,,"40","53","15","53"
"2024_q4",,"Cystoscopy",,"Zone 2","Colchester East Hants Health Centre","2024","4","14","50","43","226"
"3month_rolling","Plastic Surgery",,,,,"2025","2",,,"55","274"
"12month_rolling",,"Hernia Repair - Ventral",,"IWK","IWK","2025","2","83","110","128","201"
"2023_q4",,"Gastrointestinal Tract Surgery",,"Zone 1","Yarmouth Regional","2023","4",,,"17","97"
"12month_rolling","Orthopaedic Surgery",,,,,"2025","2",,,"110","368"
"2025_q1",,"Bowel Resection",,"Zone 1","Yarmouth Regional","2025","1",,,"28","50"
"2023_q2",,"Vascular Bypass Surgery",,"Zone 4","QE2","2023","2",,,"15","26"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery - Laparoscopic","MacDonald, Blair",,,,,"21","175","28","31"
"12month_rolling","General Surgery","Carpal Tunnel Surgery","Wasserman, Lukas",,,,,"103","207","132","381"
"2024_q1",,"Peritoneal Lavage or Catherization",,"Zone 4","QE2","2024","1",,,"12","16"
"2024_q3",,"Hip Replacement",,"Zone 3","Cape Breton Regional","2024","3","104","260","109","167"
"3month_rolling",,"Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected)",,"Zone 2","Aberdeen Hospital","2025","2","126","373","56","111"
"12month_rolling",,"Esophagoscopy",,"Zone 4","QE2","2025","2","27","108","30","66"
"2024_q2",,"Hernia Repair  (Adult)",,"Zone 4","Dartmouth General","2024","2","169","543","80","200"
"12month_rolling","Ophthalmology","Cataract Surgery","Koetsie, Karen",,,,,"59","99","51","100"
"2023_q4",,"Nose Surgery - Reconstructive or Aesthetic",,"Zone 4","QE2","2023","4","20","53","42","245"
"2023_q3",,"Cornea and External Disease",,"Zone 4","QE2","2023","3","87","163","77","452"
"2024_q2",,"Breast Reconstruction",,"Zone 4","QE2","2024","2","52","351","108","414"
"2023_q3",,"Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected)",,"Zone 4","Dartmouth General","2023","3","82","701","69","127"
"12month_rolling","General Surgery","Gallbladder Surgery","Hossain, Farisa",,,,,"11","28","51","184"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery","Stewart, Riley",,,,,"55","202","61","158"
"2023_q2",,"Laryngology and Vocal Cord Surgery",,"Zone 4","QE2","2023","2","16","57","60","246"
"2024_q3",,"Bowel Resection",,"Zone 1","Valley Regional","2024","3","15","300","36","73"
"12month_rolling","Orthopaedic","Knee Scope","Urquhart, Nathan Alexander",,,,,"89","199","86","231"
"2024_q3",,"Melanoma Excision",,"Zone 4","QE2","2024","3","12","22","20","34"
"2025_q2",,"Bariatric Surgery (for Weight Loss)",,"Zone 4","QE2","2025","2","163","201","232","854"
"12month_rolling","Ophthalmology","All","Bata, Bashar",,,,,"53","246","79","357"
"2024_q3",,"Kidney / Upper Urinary Tract",,"Zone 3","Cape Breton Regional","2024","3",,,"35","189"
"2025_q1",,"Back Surgery  (Pediatric)",,"IWK","IWK","2025","1",,,"310","589"
"12month_rolling",,"Head and Neck Surgery",,"Total","Provincial","2025","2","19","83","35","170"
"2024_q1",,"Hip Replacement",,"Zone 4","Dartmouth General","2024","1","212","423","118","477"
"12month_rolling",,"Whipple Procedures",,"Zone 4","QE2","2025","2","14","27","29","54"
"2023_q3",,"Surgery for Hearing or Balance Problems of the Ear",,"Zone 4","QE2","2023","3","149","392","503","1093"
"2024_q4",,"Hysterectomy  (Cancer Suspected or Proven)",,"Zone 4","QE2","2024","4","14","29","25","46"
"2024_q3",,"Cornea and External Disease",,"Total","Provincial","2024","3","56","232","206","428"
"12month_rolling","Orthopaedic","All","Rayes, Johnny",,,,,"121","280","113","225"
"2024_q1",,"Hysteroscopy",,"Zone 1","South Shore Regional","2024","1","30","114","49","78"
"2024_q2",,"Hysteroscopy",,"Total","Provincial","2024","2","49","304","52","123"
"2023_q4",,"Gallbladder Surgery",,"Zone 1","Valley Regional","2023","4","26","135","47","417"
"2023_q2",,"Knee Replacement Revision",,"Zone 4","Dartmouth General","2023","2",,,"299","337"
"2025_q1",,"Cataract Surgery",,"Zone 3","Cape Breton Regional","2025","1","46","131","49","97"
"2023_q2",,"Maxillofacial Deformity Surgery",,"Total","Provincial","2023","2","201","420","201","678"
"12month_rolling","Thoracic Surgery","Esophagectomy / Esophageal Surgery","Ednie, Alexander",,,,,"25","77","30","73"
"2023_q2",,"Hernia Repair - Umbilical",,"Zone 4","Dartmouth General","2023","2","176","320","126","365"
"2025_q1",,"Cardiovascular Surgery",,"Total","Provincial","2025","1",,,"61","105"
"2025_q2",,"Hernia Repair - Inguinal/Femoral",,"Total","Provincial","2025","2","58","280","76","205"
"12month_rolling","Urology","Male Circumcision  (Adult)","McGregor, Thomas",,,,,"79","93","41","106"
"12month_rolling",,"Esophagectomy / Esophageal Surgery",,"Total","Provincial","2025","2","20","107","33","104"
"2024_q3",,"Male Circumcision  (Adult)",,"Zone 4","Hants Community Hospital","2024","3",,,"97","214"
"2025_q1",,"Thyroid or Parathyroid Surgery",,"Zone 4","Dartmouth General","2025","1","41","225","49","151"
"2025_q1",,"Laryngology and Vocal Cord Surgery",,"Total","Provincial","2025","1","62","264","51","401"
"12month_rolling",,"Foot - Arthrodesis",,"Zone 2","Aberdeen Hospital","2025","2",,,"78","161"
"2025_q1",,"Dental Extractions and Restorations  (Adult)",,"Zone 1","South Shore Regional","2025","1","92","214","138","257"
"2023_q4",,"Hernia Repair - Inguinal/Femoral",,"IWK","IWK","2023","4",,,"92","303"
"2023_q4",,"Palmar Fascia Excision for Dupuytren's Disease",,"Zone 3","St. Martha's Regional","2023","4","124","131",,
"3month_rolling",,"Dental Extractions and Restorations  (Adult)",,"Zone 3","Glace Bay","2025","2","52","89","69","281"
"3month_rolling",,"Gallbladder Surgery",,"Zone 2","Aberdeen Hospital","2025","2","63","167","64","123"
"12month_rolling","Neurosurgery","Back Surgery  (Adult)","McNeely, P Daniel",,,,,"41","55","28","71"
"2023_q4",,"Bone / Cartilage Graft",,"Total","Provincial","2023","4","92","306","123","218"
"2023_q4",,"Shoulder Arthroscopy",,"Zone 1","South Shore Regional","2023","4","63","100","169","288"
"12month_rolling","Otolaryngology (ENT)","Tonsillectomy and/or Adenoidectomy  (Adult)","Massoud, Emad A",,,,,"32","50","167","444"
"12month_rolling","Dental","All","MacLellan, Jennifer",,,,,"157","589","177","780"
"12month_rolling","Orthopaedic","Knee Replacement","Hayward, Andrew",,,,,"155","328","57","110"
"2024_q4",,"Bowel Resection",,"Zone 3","Cape Breton Regional","2024","4","18","82","23","101"
"2025_q1",,"Nerve or Brain Stimulation",,"Zone 4","QE2","2025","1","80","945","20","44"
"2024_q4",,"Hernia Repair - Umbilical",,"Total","Provincial","2024","4","85","469","105","339"
"2023_q4",,"Tonsillectomy and/or Adenoidectomy  (Pediatric)",,"Zone 1","South Shore Regional","2023","4","163","232","65","150"
"12month_rolling","Ophthalmology","Cataract Surgery","O'Brien, Daniel Michael",,,,,"101","403","48","181"
"2024_q3",,"Knee Scope",,"Zone 4","Dartmouth General","2024","3","89","199","84","191"
"2023_q4",,"Prostate Surgery",,"Zone 1","Yarmouth Regional","2023","4",,,"97","175"
"12month_rolling",,"Hernia Repair - Inguinal/Femoral",,"Zone 4","QE2","2025","2","135","455","71","216"
"12month_rolling",,"Cystoscopy",,"Zone 3","Cape Breton Regional","2025","2","34","153","29","154"
"12month_rolling","Urology",,,,,"2025","2",,,"49","198"
"2025_q2",,"Shoulder Arthroscopy",,"Zone 4","Hants Community Hospital","2025","2","58","90","71","381"
"2023_q3",,"Osteotomy",,"Total","Provincial","2023","3","64","98","37","62"
"12month_rolling","Obstetrics/Gynaecology","All","Younes, Grace",,,,,"53","622","87","158"
"2024_q3",,"Cystoscopy",,"Zone 1","Valley Regional","2024","3","34","94","52","189"
"2024_q2",,"Aneurysm Repair",,"Total","Provincial","2024","2","19","69","65","156"
"2024_q2",,"Cataract Surgery",,"Zone 2","Colchester East Hants Health Centre","2024","2","142","210","70","95"
"2024_q2",,"Surgery for Hearing or Balance Problems of the Ear",,"Zone 4","QE2","2024","2","80","238","169","991"
"12month_rolling","Plastic Surgery","Breast Reduction Surgery","Singh, Ashvir",,,,,"166","391","148","269"
"12month_rolling","General Surgery","All","Poushay, Heather",,,,,"83","463","28","295"
"12month_rolling","Obstetrics/Gynaecology","Hysteroscopy","Noel, Carolyn",,,,,"21","56","24","61"
"2025_q1",,"Surgery for Hearing or Balance Problems of the Ear",,"Zone 1","Valley Regional","2025","1","71","208","124","245"
"2025_q2",,"Hernia Repair  (Adult)",,"Zone 3","Glace Bay","2025","2","316","626",,
"2025_q2",,"Hernia Repair - Inguinal/Femoral",,"Zone 1","Valley Regional","2025","2","56","838","82","170"
"12month_rolling","Plastic Surgery","Palmar Fascia Excision for Dupuytren's Disease","Hayden, David",,,,,"166","486","90","383"
"12month_rolling","Plastic Surgery","Breast Reconstruction","Nel, Corne",,,,,"64","103","316","545"
"2023_q3",,"Hernia Repair - Inguinal/Femoral",,"Zone 3","St. Martha's Regional","2023","3","61","367","76","300"
"2023_q3",,"Vitreoretinal Diseases",,"Total","Provincial","2023","3","29","146","23","80"
"2024_q2",,"Peritoneal Lavage or Catherization",,"Total","Provincial","2024","2",,,"14","22"
"2025_q1",,"Carpal Tunnel Surgery",,"Zone 2","Aberdeen Hospital","2025","1","47","123","63","133"
"2023_q2",,"Carpal Tunnel Surgery",,"Zone 4","Hants Community Hospital","2023","2",,,"56","118"
"12month_rolling","Thoracic Surgery","Lung Cancer Surgery","French, Daniel Gerard",,,,,"18","41","30","62"
"12month_rolling","General Surgery","Hernia Repair - Incisional","Kelly, Ryan Patrick",,,,,"174","947","95","409"
"2025_q1",,"Gallbladder Surgery",,"Zone 3","Cape Breton Regional","2025","1","150","715","62","455"
"2025_q2",,"Manipulation of Extremity",,"Total","Provincial","2025","2",,,"23","57"
"2023_q3",,"Knee Scope",,"Zone 1","South Shore Regional","2023","3","13","62","94","275"
"2023_q3",,"Hip Arthroscopy",,"Total","Provincial","2023","3","75","203","271","1226"
"2023_q3",,"Hernia Repair  (Adult)",,"Zone 2","Aberdeen Hospital","2023","3","152","505","65","120"
"2023_q3",,"Prostate Surgery",,"Zone 4","QE2","2023","3","49","180","123","315"
"2023_q4",,"Ear Tubes  (Adult)",,"Zone 1","Yarmouth Regional","2023","4",,,"69","258"
"12month_rolling","Ophthalmology","All","Gao, Jennifer",,,,,"78","155","89","152"
"12month_rolling",,"Hernia Repair - Laparoscopic Umbilical",,"Zone 4","Dartmouth General","2025","2","239","620","103","132"
"12month_rolling","Otolaryngology (ENT)","Oculo Plastic Surgery","Brodarec, Ivan",,,,,"71","133","135","296"
"2023_q4",,"Carpal Tunnel Surgery",,"Zone 1","South Shore Regional","2023","4","58","149","116","232"
"2024_q1",,"Bowel Resection",,"Zone 1","South Shore Regional","2024","1","14","44","24","36"
"2025_q2",,"Breast Reconstruction",,"Zone 4","QE2","2025","2","195","1789","54","461"
"2023_q4",,"Prostate Surgery",,"Zone 3","Northside General","2023","4",,,"39","57"
"2024_q1",,"Gastrointestinal Tract Surgery - Laparoscopic",,"Zone 2","Cumberland Regional","2024","1",,,"43","91"
"2025_q1",,"AV Fistula Creation/Closure",,"Total","Provincial","2025","1",,,"29","59"
"2025_q1",,"Nose Surgery - Reconstructive or Aesthetic",,"Total","Provincial","2025","1","33","72","37","92"
"2023_q2",,"Endometrial Ablation",,"Total","Provincial","2023","2","90","333","70","328"
"2024_q3",,"Gastrointestinal Tract Surgery - Laparoscopic",,"Zone 4","Dartmouth General","2024","3","18","188","31","73"
"2024_q4",,"Bladder Cancer Surgery",,"Zone 4","Dartmouth General","2024","4",,,"54","124"
"12month_rolling","Obstetrics/Gynaecology","Pelvic Floor Repair","Stairs, Jocelyn",,,,,"134","265","249","350"
"2025_q1",,"Temperomandibular Joint Surgery (TMJ)",,"Total","Provincial","2025","1","198","691","86","250"
"2023_q3",,"Bladder Surgery",,"Zone 4","QE2","2023","3","8","20","26","68"
"12month_rolling","Orthopaedic","All","Leighton, Jennifer Laura",,,,,,,"138","237"
"2023_q2",,"Nerve Surgery",,"Total","Provincial","2023","2","60","158","97","220"
"2023_q2",,"Hernia Repair  (Adult)",,"Zone 1","Yarmouth Regional","2023","2","22","65","36","105"
"2025_q2",,"Knee Scope with ACL Repair",,"Zone 4","QE2","2025","2","238","277","243","375"
"12month_rolling",,"Bowel Resection - Laparoscopic",,"Zone 3","St. Martha's Regional","2025","2","27","93","34","76"
"2025_q1",,"Surgery for Hearing or Balance Problems of the Ear",,"Zone 4","QE2","2025","1","162","301","181","1251"
"12month_rolling","Orthopaedic","Knee Replacement","Boudreau, Dennis Todd",,,,,"118","556","123","151"
"12month_rolling","Orthopaedic","Hip Replacement Revision","Leighton, Ross K",,,,,"130","204","218","232"
"2023_q3",,"Hip Replacement",,"Zone 2","Aberdeen Hospital","2023","3","216","311","55","329"
"12month_rolling","General Surgery","Pancreas Surgery","Gala Lopez, Boris",,,,,"15","48","30","64"
"2023_q2",,"Hernia Repair  (Adult)",,"Zone 1","Valley Regional","2023","2","40","177","47","440"
"2023_q4",,"Cataract Surgery",,"Zone 1","Soldiers Memorial","2023","4","61","95","72","220"
"2024_q2",,"Hernia Repair - Inguinal/Femoral",,"Zone 3","St. Martha's Regional","2024","2","13","42","133","167"
"2025_q2",,"Hernia Repair - Inguinal/Femoral",,"Zone 4","Hants Community Hospital","2025","2","195","280","40","47"
"12month_rolling","General Surgery","Hernia Repair - Inguinal/Femoral","Spence, Richard",,,,,"177","303","152","214"
"12month_rolling","Obstetrics/Gynaecology","Hysterectomy  (Cancer Not Suspected)","Zee, Rebekah",,,,,"456","1023","113","254"
"12month_rolling","General Surgery","Hernia Repair  (Adult)","Walsh, Mark J",,,,,"28","72","93","435"
"3month_rolling",,"Shoulder Arthroscopy",,"Zone 3","Cape Breton Regional","2025","2","145","426","41","100"
"2023_q4",,"Gallbladder Surgery",,"Zone 4","Dartmouth General","2023","4","122","302","83","178"
"12month_rolling","Urology","Cystoscopy","Rendon, Ricardo",,,,,"15","61","97","288"
"12month_rolling","Urology","Male Reproductive System Surgery","Cox, Ashley",,,,,"48","77","164","293"
"2024_q2",,"Bowel Resection - Open",,"Zone 1","Yarmouth Regional","2024","2",,,"27","116"
"3month_rolling",,"Shoulder Surgery",,"Zone 1","Valley Regional","2025","2","127","235","252","293"
"12month_rolling","Obstetrics/Gynaecology","Female Incontinence Surgery","Clague, Nicholas Paul",,,,,"281","359","61","154"
"12month_rolling","Orthopaedic","Knee Scope","Hayward, Andrew",,,,,"11","22","48","62"
"2025_q1",,"Brain Surgery  (Pediatric)",,"IWK","IWK","2025","1",,,"12","36"
"3month_rolling",,"Hip Replacement",,"Zone 4","QE2","2025","2","104","363","79","726"
"2023_q2",,"Knee Scope",,"Zone 2","Aberdeen Hospital","2023","2","85","208","32","151"
"3month_rolling",,"Tonsillectomy and/or Adenoidectomy  (Adult)",,"Zone 1","Valley Regional","2025","2",,,"351","437"
"12month_rolling","General Surgery","Gallbladder Surgery","Poushay, Heather",,,,,"99","351","51","523"
"2023_q2",,"Bowel Resection - Laparoscopic",,"Zone 4","Dartmouth General","2023","2","16","52","24","55"
"2024_q2",,"Functional Endoscopic Sinus Surgery (FESS)",,"Total","Provincial","2024","2","88","335","91","360"
"12month_rolling","General Surgery","Hernia Repair - Umbilical","MacFarlane, David",,,,,"33","112","67","185"
"12month_rolling","Urology","Prostate Surgery - Laparoscopic","Rendon, Ricardo",,,,,"21","43","108","178"
"2025_q2",,"Knee Replacement",,"Zone 4","Dartmouth General","2025","2","464","522","138","262"
"2023_q2",,"Cataract Surgery",,"Zone 3","Cape Breton Regional","2023","2","35","167","33","77"
