program_type,source_id,county,municipality,community,property_label,housing_authority,units,latitude,longitude
Seniors,174,Halifax,Halifax Regional Municipality,Halifax,Dr. Prince Manor (HN),Metropolitan Regional Housing Authority,135,44.67123728,-63.61262715
Seniors,175,Halifax,Halifax Regional Municipality,Halifax,Joseph Howe Manor (MS),Metropolitan Regional Housing Authority,175,44.63670598,-63.57419185
Seniors,176,Halifax,Halifax Regional Municipality,Halifax,Westmoor Lodge,Metropolitan Regional Housing Authority,30,44.6510272,-63.61829602
Seniors,177,Halifax,Halifax Regional Municipality,Halifax,H.P. Mackeen Manor,Metropolitan Regional Housing Authority,134,44.63879114,-63.57422304
Seniors,178,Halifax,Halifax Regional Municipality,Halifax,Sir John Thompson Manor,Metropolitan Regional Housing Authority,168,44.64623142,-63.6174713
Seniors,179,Halifax,Halifax Regional Municipality,Halifax,Captain William Spry Mano,Metropolitan Regional Housing Authority,38,44.61943666,-63.613491
Seniors,180,Halifax,Halifax Regional Municipality,Halifax,Richmond Manor,Metropolitan Regional Housing Authority,30,44.6715104,-63.61595481
Seniors,181,Halifax,Halifax Regional Municipality,Halifax,Cowie Hill Lodge,Metropolitan Regional Housing Authority,43,44.63151792,-63.6212221
Seniors,182,Halifax,Halifax Regional Municipality,Halifax,Cornwallis Morreau Lodge,Metropolitan Regional Housing Authority,41,44.68195041,-63.54184186
Seniors,183,Halifax,Halifax Regional Municipality,Halifax,Acadia Square Lodge-North,Metropolitan Regional Housing Authority,30,44.66707332,-63.60446931
Seniors,184,Halifax,Halifax Regional Municipality,Halifax,Acadia Square Lodge-South,Metropolitan Regional Housing Authority,20,44.66612161,-63.60313637
Seniors,185,Halifax,Halifax Regional Municipality,Halifax,Macdonald Laurier Place,Metropolitan Regional Housing Authority,55,44.66077728,-63.63217749
Seniors,186,Halifax,Halifax Regional Municipality,Sheet Harbour,Elmhurst Apartments,Metropolitan Regional Housing Authority,30,44.92642655,-62.54283731
Seniors,187,Halifax,Halifax Regional Municipality,Eastern Passage,Island View,Metropolitan Regional Housing Authority,35,44.6125398,-63.49251637
Seniors,188,Halifax,Halifax Regional Municipality,Porters Lake,Spruce Grove Apartments,Metropolitan Regional Housing Authority,26,44.74433144,-63.27838013
Seniors,189,Halifax,Halifax Regional Municipality,Musquodoboit Harbour,Forest Glen Apartments,Metropolitan Regional Housing Authority,20,44.7863771,-63.14714445
Seniors,190,Halifax,Halifax Regional Municipality,Middle Musquodoboit,Valley View Villa,Metropolitan Regional Housing Authority,25,45.04428525,-63.14809569
Seniors,191,Halifax,Halifax Regional Municipality,Lower Sackville,Mcdougall Manor,Metropolitan Regional Housing Authority,20,44.77113743,-63.67671327
Seniors,193,Halifax,Halifax Regional Municipality,Lower Sackville,Glendale Manor,Metropolitan Regional Housing Authority,40,44.78221605,-63.68924463
Seniors,194,Halifax,Halifax Regional Municipality,Waverley,Waverley Manor,Metropolitan Regional Housing Authority,15,44.78526835,-63.59995678
Seniors,195,Halifax,Halifax Regional Municipality,Timberlea,Timberlea Manor,Metropolitan Regional Housing Authority,15,44.64352734,-63.70943446
Seniors,196,Halifax,Halifax Regional Municipality,Dartmouth,Forest Hills  Phase I,Metropolitan Regional Housing Authority,15,44.67662224,-63.49333681
Seniors,197,Halifax,Halifax Regional Municipality,Dartmouth,Forest Hills  Phase II,Metropolitan Regional Housing Authority,15,44.676039,-63.49373527
Seniors,198,Halifax,Halifax Regional Municipality,Hammonds Plain,Woodlyn Manor,Metropolitan Regional Housing Authority,15,44.72348027,-63.73906184
Seniors,199,Halifax,Halifax Regional Municipality,Armdale,Margaret Latter Manor,Metropolitan Regional Housing Authority,14,44.5717622,-63.56039754
Seniors,200,Halifax,Halifax Regional Municipality,Dartmouth,Forest Hills  Phase III,Metropolitan Regional Housing Authority,15,44.67604521,-63.4942672
Seniors,201,Halifax,Halifax Regional Municipality,Dartmouth,Forest Hills  Phase IV,Metropolitan Regional Housing Authority,20,44.67662409,-63.49507331
Seniors,202,Halifax,Halifax Regional Municipality,Lower Sackville,Sackville Manor,Metropolitan Regional Housing Authority,19,44.77286406,-63.68961703
Seniors,203,Halifax,Halifax Regional Municipality,Stillwater Lake,Eleanor Hubley Villa,Metropolitan Regional Housing Authority,10,44.702465,-63.85592164
Seniors,204,Halifax,Halifax Regional Municipality,Bedford,Bedford Manor,Metropolitan Regional Housing Authority,25,44.73909208,-63.65998622
Seniors,341,Halifax,Halifax Regional Municipality,Eastern Passage,D. A. Macdonald (Demo),Metropolitan Regional Housing Authority,20,44.60625956,-63.46897902
Seniors,40,Halifax,Halifax Regional Municipality,Halifax,Sunrise Manor (HC),Metropolitan Regional Housing Authority,165,44.6553671,-63.58867731
Seniors,41,Halifax,Halifax Regional Municipality,Halifax,Gordon B. Isnor Manor,Metropolitan Regional Housing Authority,217,44.65184681,-63.58544312
Seniors,42,Halifax,Halifax Regional Municipality,East Preston,Sarah Jane Clayton Manor,Metropolitan Regional Housing Authority,15,44.71501592,-63.434328
Families,1,Hants,Town of Windsor,Windsor,1602 Crossley Crt,Western Regional Housing Authority,1,44.9759401,-64.12639941
Families,10,Hants,Town of Windsor,Windsor,1610 Crossley Crt,Western Regional Housing Authority,1,44.97582868,-64.12626886
Families,11,Hants,Town of Windsor,Windsor,665 OBrien St,Western Regional Housing Authority,1,44.98997114,-64.12880111
Families,12,Hants,Town of Windsor,Windsor,24 Underwood Dr,Western Regional Housing Authority,1,44.9837974,-64.11935738
Families,13,Hants,Town of Windsor,Windsor,28 Underwood Dr,Western Regional Housing Authority,1,44.98381341,-64.11877391
Families,14,Hants,Town of Windsor,Windsor,30 Underwood Dr,Western Regional Housing Authority,1,44.98383945,-64.11848212
Families,15,Hants,Town of Windsor,Windsor,26 Underwood Dr,Western Regional Housing Authority,1,44.98380547,-64.11909095
Families,16,Hants,West Hants,Three Mile Plains,283 Panuke Rd,Western Regional Housing Authority,1,44.95171528,-64.08538655
Families,17,Hants,West Hants,Three Mile Plains,279 Panuke Rd,Western Regional Housing Authority,1,44.95187834,-64.08534149
Families,18,Hants,West Hants,Upper Burlington,2561 Highway 215,Western Regional Housing Authority,1,45.05661005,-64.05939089
Families,19,Hants,West Hants,Three Mile Plains,28 Alexander Dr,Western Regional Housing Authority,1,44.96193784,-64.11742639
Families,2,Hants,Town of Windsor,Windsor,1604 Crossley Crt,Western Regional Housing Authority,1,44.97622715,-64.12696406
Families,20,Hants,West Hants,Three Mile Plains,32 Alexander Dr,Western Regional Housing Authority,1,44.96207143,-64.11761981
Families,21,Hants,West Hants,Bramber,186 Lantz Rd,Western Regional Housing Authority,1,45.18016067,-64.16034627
Families,22,Hants,West Hants,Lower Burlington,79 New Cheverie Rd,Western Regional Housing Authority,1,45.08843594,-64.11718802
Families,23,Hants,West Hants,Three Mile Plains,4 MacLeod Crt,Western Regional Housing Authority,1,44.95757787,-64.08344832
Families,24,Hants,West Hants,Falmouth,578 Town Rd,Western Regional Housing Authority,1,44.99463444,-64.18128865
Families,25,Hants,West Hants,Upper Burlington,2551 Highway 215,Western Regional Housing Authority,1,45.05610485,-64.05906471
Families,26,Hants,West Hants,Cambridge,8293 Highway 215,Western Regional Housing Authority,1,45.2036214,-64.08931738
Families,27,Hants,West Hants,Falmouth,138 Gabriel Rd,Western Regional Housing Authority,1,44.99365394,-64.16573747
Families,28,Hants,West Hants,Ardoise,7760 Highway 1,Western Regional Housing Authority,1,44.94104493,-63.92200751
Families,2938,Hants,East Hants,Upper Rawdon,37 Davis Ave,Cobequid Housing Authority,1,45.00514319,-63.70489049
Families,2939,Hants,East Hants,Selma,8416 Highway 215,Cobequid Housing Authority,1,45.32222473,-63.51581584
Families,2940,Hants,East Hants,Shubenacadie,11 Havenwood Dr,Cobequid Housing Authority,1,45.07906056,-63.41500755
Families,2942,Hants,East Hants,Lantz,1433 Highway 2,Cobequid Housing Authority,1,44.99867681,-63.4640671
Families,2943,Hants,East Hants,Nine Mile River,7414 Highway 14,Cobequid Housing Authority,1,45.02511569,-63.54552117
Families,3,Hants,Town of Windsor,Windsor,1600 Crossley Crt,Western Regional Housing Authority,1,44.97638052,-64.12708982
Families,4,Hants,Town of Windsor,Windsor,1608 Crossley Crt,Western Regional Housing Authority,1,44.97608269,-64.12682555
Families,5,Hants,Town of Windsor,Windsor,1612 Crossley Crt,Western Regional Housing Authority,1,44.97593823,-64.12667425
Families,6,Hants,Town of Windsor,Windsor,1616 Crossley Crt,Western Regional Housing Authority,1,44.9758207,-64.12651022
Families,7,Hants,Town of Windsor,Windsor,1614 Crossley Crt,Western Regional Housing Authority,1,44.9757704,-64.12619422
Families,8,Hants,Town of Windsor,Windsor,1606 Crossley Crt,Western Regional Housing Authority,1,44.97588439,-64.12633414
Families,9,Hants,Town of Windsor,Windsor,1618 Crossley Crt,Western Regional Housing Authority,1,44.9758207,-64.12651022
Seniors,205,Hants,East Hants,Shubenacadie N S,Sunnybrook Manor,Cobequid Housing Authority,20,45.08586273,-63.41162005
Seniors,206,Hants,East Hants,Enfield,Enfield Manor,Metropolitan Regional Housing Authority,15,44.93803959,-63.53593166
Seniors,207,Hants,East Hants,Maitland N S,Cobequid Bay Manor,Cobequid Housing Authority,15,45.31729935,-63.50250332
Seniors,208,Hants,East Hants,Noel N S,Bayview Manor,Cobequid Housing Authority,10,45.29444609,-63.74715258
Seniors,43,Hants,Town of Windsor,Windsor,70 Tremain Cr.  Windsor,Western Regional Housing Authority,20,44.98122548,-64.12805087
Seniors,44,Hants,Town of Windsor,Windsor,72 Tremain Cr. Windsor,Western Regional Housing Authority,15,44.98124457,-64.12737921
Seniors,45,Hants,West Hants,Hantsport,Jubilee Lodge Hantsport,Western Regional Housing Authority,15,45.0677468,-64.18175577
Seniors,46,Hants,West Hants,Hantsport,Jubilee Court  Hantsport,Western Regional Housing Authority,15,45.06778458,-64.18233576
Seniors,47,Hants,West Hants,Windsor,Kendall Villa West Hants,Western Regional Housing Authority,25,44.97500598,-64.12745445
Seniors,48,Hants,West Hants,Windsor,Kendall Manor West Hants,Western Regional Housing Authority,15,44.97542788,-64.12672927
Seniors,49,Hants,West Hants,"Rr# 1 Windsor",Kendall Terrace West Hant,Western Regional Housing Authority,15,44.97508519,-64.12821878
Seniors,50,Hants,West Hants,Windsor,Kendall Court West  Hants,Western Regional Housing Authority,20,44.9753669,-64.12868638
Seniors,51,Hants,West Hants,Falmouth,Meadowland Place  West Ha,Western Regional Housing Authority,10,44.99701652,-64.16828775
Seniors,52,Hants,East Hants,Mount Uniacke,Mt. Uniacke East Hants,Western Regional Housing Authority,15,44.89473535,-63.83389816
Families,1422,Inverness,Municipality of the County of Inverness,Inverness,25 Beaton St,Cape Breton Island Housing Authority,1,46.23561266,-61.29937646
Families,1423,Inverness,Municipality of the County of Inverness,Inverness,8 MacKenzie Ave,Cape Breton Island Housing Authority,1,46.23072157,-61.30656379
Families,1424,Inverness,Municipality of the County of Inverness,Inverness,12 MacKenzie Ave,Cape Breton Island Housing Authority,1,46.23087426,-61.30642059
Families,1425,Inverness,Municipality of the County of Inverness,Inverness,20 Beaton St,Cape Breton Island Housing Authority,1,46.23538847,-61.2998181
Families,1426,Inverness,Municipality of the County of Inverness,Inverness,26 Beaton St,Cape Breton Island Housing Authority,1,46.23527105,-61.2995463
Families,1427,Inverness,Municipality of the County of Inverness,Inverness,42 MacLean St,Cape Breton Island Housing Authority,1,46.23571928,-61.29863707
Families,1428,Inverness,Municipality of the County of Inverness,Inverness,70 Hillcrest St,Cape Breton Island Housing Authority,1,46.22972797,-61.29909974
Families,1429,Inverness,Municipality of the County of Inverness,Inverness,85 Hillcrest St,Cape Breton Island Housing Authority,1,46.22985306,-61.29860662
Families,1430,Inverness,Municipality of the County of Inverness,Inverness,76 Hillcrest St,Cape Breton Island Housing Authority,1,46.22961968,-61.29891862
Families,1431,Inverness,Municipality of the County of Inverness,Petit ?ëtang,15884 Cabot Trail,Cape Breton Island Housing Authority,1,46.65169833,-60.98900357
Families,1432,Inverness,Municipality of the County of Inverness,Judique,15 Keltic Dr,Cape Breton Island Housing Authority,1,45.87706285,-61.49176621
Families,1433,Inverness,Municipality of the County of Inverness,Inverness,49 Hillcrest St,Cape Breton Island Housing Authority,1,46.23062873,-61.29967991
Families,1434,Inverness,Municipality of the County of Inverness,Inverness,51 Hillcrest St,Cape Breton Island Housing Authority,1,46.23052952,-61.29955059
Families,1435,Inverness,Municipality of the County of Inverness,Inverness,86 Hillcrest St,Cape Breton Island Housing Authority,1,46.22960953,-61.2982834
Families,1436,Inverness,Municipality of the County of Inverness,Inverness,5 Celtic Dr,Cape Breton Island Housing Authority,1,46.23035808,-61.29929195
Families,1437,Inverness,Municipality of the County of Inverness,Port Hood,15 Convent St,Cape Breton Island Housing Authority,1,46.02223719,-61.53484336
Families,1438,Inverness,Municipality of the County of Inverness,Petit ?ëtang,15878 Cabot Trail,Cape Breton Island Housing Authority,1,46.65178137,-60.98947313
Families,1439,Inverness,Municipality of the County of Inverness,Inverness,19 Mann Ave,Cape Breton Island Housing Authority,1,46.23155109,-61.30759804
Families,1440,Inverness,Municipality of the County of Inverness,Inverness,52 Hillcrest St,Cape Breton Island Housing Authority,1,46.23032336,-61.30000511
Families,1441,Inverness,Municipality of the County of Inverness,Ch??ticamp,15679 Cabot Trail,Cape Breton Island Housing Authority,1,46.64730945,-60.99952194
Families,1442,Inverness,Municipality of the County of Inverness,Petit ?ëtang,15923 Cabot Trail,Cape Breton Island Housing Authority,1,46.6513718,-60.9864067
Families,1443,Inverness,Municipality of the County of Inverness,Inverness,27 Celtic Dr,Cape Breton Island Housing Authority,1,46.23090539,-61.29843425
Families,1444,Inverness,Municipality of the County of Inverness,Inverness,9 Celtic Dr,Cape Breton Island Housing Authority,1,46.23045684,-61.29914898
Families,1445,Inverness,Municipality of the County of Inverness,Judique,49 Keltic Dr,Cape Breton Island Housing Authority,1,45.87619011,-61.49171478
Families,1446,Inverness,Municipality of the County of Inverness,Inverness,28 River Street Exten,Cape Breton Island Housing Authority,1,46.23488913,-61.29726575
Families,1447,Inverness,Municipality of the County of Inverness,Inverness,26 Lower Railway St,Cape Breton Island Housing Authority,1,46.23093019,-61.30754838
Families,1448,Inverness,Municipality of the County of Inverness,Margaree Forks,90 Doyles Rd,Cape Breton Island Housing Authority,1,46.32352274,-61.08095845
Families,1449,Inverness,Town of Port Hawkesbury,Port Hawkesbury,2 Elm Crt,Cape Breton Island Housing Authority,1,45.62200218,-61.33671356
Families,1450,Inverness,Town of Port Hawkesbury,Port Hawkesbury,10 Elm Crt,Cape Breton Island Housing Authority,1,45.62173999,-61.33584231
Families,1451,Inverness,Town of Port Hawkesbury,Port Hawkesbury,45 Oak Cres,Cape Breton Island Housing Authority,1,45.62163439,-61.33752252
Families,1452,Inverness,Town of Port Hawkesbury,Port Hawkesbury,64 Oak Cres,Cape Breton Island Housing Authority,1,45.62220993,-61.33725157
Families,1453,Inverness,Town of Port Hawkesbury,Port Hawkesbury,18 Bourinot Dr,Cape Breton Island Housing Authority,2,45.61287233,-61.3456638
Families,1454,Inverness,Town of Port Hawkesbury,Port Hawkesbury,22 Bourinot Dr,Cape Breton Island Housing Authority,2,45.61265587,-61.34529255
Families,1455,Inverness,Town of Port Hawkesbury,Port Hawkesbury,24 Bourinot Dr,Cape Breton Island Housing Authority,2,45.61263751,-61.34503613
Families,1456,Inverness,Town of Port Hawkesbury,Port Hawkesbury,25 Bourinot Dr,Cape Breton Island Housing Authority,2,45.61303361,-61.34516327
Families,1457,Inverness,Town of Port Hawkesbury,Port Hawkesbury,20 Bourinot Dr,Cape Breton Island Housing Authority,2,45.61276406,-61.34547171
